# 41113 frames, 8 streams

===== 192.168.1.188:59465 -> 192.168.1.2:15740 (CLIENT ->) =====
  InitCommandReq guid=b6120b165fca97c2ba0ca1a34a5589b0 name='Bobbys-MacBook-Pro\x00' ver=0x10000
  CmdRequest  op=OpenSession                    txid=1 phase=0 params=['0xffff', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=223 phase=0 params=['0x8190e661', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=224 phase=0 params=['0x8190e671', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=225 phase=0 params=['0x8190e681', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=226 phase=0 params=['0x8190e691', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=227 phase=0 params=['0x8190e6a1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=228 phase=0 params=['0x8190e6b1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=229 phase=0 params=['0x8190e6c1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=230 phase=0 params=['0x8190e6d1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=231 phase=0 params=['0x8190e6e1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=232 phase=0 params=['0x8190e6f1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=233 phase=0 params=['0x8190e701', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=234 phase=0 params=['0x8190e711', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=235 phase=0 params=['0x8190e721', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=236 phase=0 params=['0x8190e731', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=237 phase=0 params=['0x8190e741', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=238 phase=0 params=['0x8190e751', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=239 phase=0 params=['0x8190e761', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=240 phase=0 params=['0x8190e771', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=241 phase=0 params=['0x8190e781', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=242 phase=0 params=['0x8190e791', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=243 phase=0 params=['0x8190e7a1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=244 phase=0 params=['0x8190e7b1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=245 phase=0 params=['0x8190e7c1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=246 phase=0 params=['0x8190e7d1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=247 phase=0 params=['0x8190e7e1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=248 phase=0 params=['0x8190e7f1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=249 phase=0 params=['0x8190e801', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=250 phase=0 params=['0x8190e811', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=251 phase=0 params=['0x8190e821', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=252 phase=0 params=['0x8190e831', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=253 phase=0 params=['0x8190e841', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=254 phase=0 params=['0x8190e851', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=255 phase=0 params=['0x8190e861', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=256 phase=0 params=['0x8190e871', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=257 phase=0 params=['0x8190e881', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=258 phase=0 params=['0x8190e891', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=259 phase=0 params=['0x8190e8a1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=260 phase=0 params=['0x8190e8b1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=261 phase=0 params=['0x8190e8c1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=262 phase=0 params=['0x8190e8d1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=263 phase=0 params=['0x8190e8e1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=264 phase=0 params=['0x8190e8f1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=265 phase=0 params=['0x8190e901', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=266 phase=0 params=['0x8190e911', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=267 phase=0 params=['0x8190e921', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=268 phase=0 params=['0x8190e931', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=269 phase=0 params=['0x8190e941', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=270 phase=0 params=['0x8190e951', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=271 phase=0 params=['0x8190e961', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=272 phase=0 params=['0x8190e971', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=273 phase=0 params=['0x8190e981', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=274 phase=0 params=['0x8190e991', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=275 phase=0 params=['0x8190e9a1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=276 phase=0 params=['0x8190e9b1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=277 phase=0 params=['0x8190e9c1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=278 phase=0 params=['0x8190e9d1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=279 phase=0 params=['0x8190e9e1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=280 phase=0 params=['0x8190e9f1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=281 phase=0 params=['0x8190ea01', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=282 phase=0 params=['0x8190ea11', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=283 phase=0 params=['0x8190ea21', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=284 phase=0 params=['0x8190ea31', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=285 phase=0 params=['0x8190ea41', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=286 phase=0 params=['0x8190ea51', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=287 phase=0 params=['0x8190ea61', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=288 phase=0 params=['0x8190ea71', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=289 phase=0 params=['0x8190ea81', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=290 phase=0 params=['0x8190ea91', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=291 phase=0 params=['0x8190eaa1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=292 phase=0 params=['0x8190eab1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=293 phase=0 params=['0x8190eac1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=294 phase=0 params=['0x8190ead1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=295 phase=0 params=['0x8190eae1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=296 phase=0 params=['0x8190eaf1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=297 phase=0 params=['0x8190eb01', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=298 phase=0 params=['0x8190eb11', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=299 phase=0 params=['0x8190eb21', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=300 phase=0 params=['0x8190eb31', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=301 phase=0 params=['0x8190eb41', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=302 phase=0 params=['0x8190eb51', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=303 phase=0 params=['0x8190eb61', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=304 phase=0 params=['0x8190eb71', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=305 phase=0 params=['0x8190eb81', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=306 phase=0 params=['0x8190eb91', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=307 phase=0 params=['0x8190eba1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=308 phase=0 params=['0x8190ebb1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=309 phase=0 params=['0x8190ebc1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=310 phase=0 params=['0x8190ebd1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=311 phase=0 params=['0x8190ebe1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=312 phase=0 params=['0x8190ebf1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=313 phase=0 params=['0x8190ec01', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=314 phase=0 params=['0x8190ec11', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=315 phase=0 params=['0x8190ec21', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=316 phase=0 params=['0x8190ec31', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=317 phase=0 params=['0x8190ec41', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=318 phase=0 params=['0x8190ec51', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=319 phase=0 params=['0x8190ec61', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=320 phase=0 params=['0x8190ec71', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=321 phase=0 params=['0x8190ec81', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=322 phase=0 params=['0x8190ec91', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=323 phase=0 params=['0x8190eca1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=324 phase=0 params=['0x8190ecb1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=325 phase=0 params=['0x8190ecc1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=326 phase=0 params=['0x8190ecd1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=327 phase=0 params=['0x8190ece1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=328 phase=0 params=['0x8190ecf1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=329 phase=0 params=['0x8190ed01', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=330 phase=0 params=['0x8190ed11', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=331 phase=0 params=['0x8190ed21', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=332 phase=0 params=['0x8190ed31', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=333 phase=0 params=['0x8190ed41', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=334 phase=0 params=['0x8190ed51', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=335 phase=0 params=['0x8190ed61', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=336 phase=0 params=['0x8190ed71', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=337 phase=0 params=['0x8190ed81', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=338 phase=0 params=['0x8190ed91', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=339 phase=0 params=['0x8190eda1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=340 phase=0 params=['0x8190edb1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=341 phase=0 params=['0x8190edc1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=342 phase=0 params=['0x8190edd1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=343 phase=0 params=['0x8190ede1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=344 phase=0 params=['0x8190edf1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=345 phase=0 params=['0x8190ee01', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=346 phase=0 params=['0x8190ee11', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=347 phase=0 params=['0x8190ee21', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=348 phase=0 params=['0x8190ee31', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=349 phase=0 params=['0x8190ee41', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=350 phase=0 params=['0x8190ee51', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=351 phase=0 params=['0x8190ee61', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=352 phase=0 params=['0x8190ee71', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=353 phase=0 params=['0x8190ee81', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=354 phase=0 params=['0x8190ee91', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=355 phase=0 params=['0x8190eea1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=356 phase=0 params=['0x8190eeb1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=357 phase=0 params=['0x8190eec1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=358 phase=0 params=['0x8190eed1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=359 phase=0 params=['0x8190eee1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=360 phase=0 params=['0x8190eef1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=361 phase=0 params=['0x8190ef01', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=362 phase=0 params=['0x8190ef11', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=363 phase=0 params=['0x8190ef21', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=364 phase=0 params=['0x8190ef31', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=365 phase=0 params=['0x8190ef41', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=366 phase=0 params=['0x8190ef51', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=367 phase=0 params=['0x8190ef61', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=368 phase=0 params=['0x8190ef71', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=369 phase=0 params=['0x8190ef81', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=370 phase=0 params=['0x8190ef91', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=371 phase=0 params=['0x8190efa1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=372 phase=0 params=['0x8190efb1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=373 phase=0 params=['0x8190efc1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=374 phase=0 params=['0x8190efd1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=375 phase=0 params=['0x8190efe1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=376 phase=0 params=['0x8190eff1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=377 phase=0 params=['0x8190f001', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=378 phase=0 params=['0x8190f011', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=379 phase=0 params=['0x8190f021', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=380 phase=0 params=['0x8190f031', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=381 phase=0 params=['0x8190f041', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=382 phase=0 params=['0x8190f051', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=383 phase=0 params=['0x8190f061', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=384 phase=0 params=['0x8190f071', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=385 phase=0 params=['0x8190f081', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=386 phase=0 params=['0x8190f091', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=387 phase=0 params=['0x8190f0a1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=388 phase=0 params=['0x8190f0b1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=389 phase=0 params=['0x8190f0c1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=390 phase=0 params=['0x8190f0d1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=391 phase=0 params=['0x8190f0e1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=392 phase=0 params=['0x8190f0f1', '0x0', '0x0', '0x0', '0x0']
  CmdRequest  op=GetObjectInfo                  txid=393 phase=0 params=['0x8190f101', '0x0', '0x0', '0x0', '0x0']
